,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
1052,1053,0.38,Premium,E,SI2,61.6,57.0,4.65,4.61,2.85,812
2682,2683,0.5,Ideal,E,SI1,61.6,57.0,5.08,5.11,3.14,1337
13967,13968,2.33,Premium,H,I1,60.7,58.0,8.64,8.56,5.22,8220
15113,15114,1.01,Good,F,SI1,63.5,59.0,6.3,6.39,4.03,4759
8267,8268,0.38,Premium,D,VVS1,60.4,59.0,4.7,4.71,2.84,1400
26938,26939,1.35,Ideal,J,VS2,61.8,54.0,7.1,7.14,4.4,6754
6927,6928,0.32,Good,D,SI1,63.8,56.0,4.35,4.33,2.77,756
3222,3223,0.31,Very Good,G,VVS2,62.3,59.0,4.29,4.32,2.68,617
22438,22439,0.41,Good,H,SI1,63.8,56.0,4.74,4.69,3.01,876
26881,26882,0.7,Good,E,VS1,59.8,62.0,5.74,5.8,3.45,2973
4142,4143,0.43,Ideal,H,VS1,61.2,56.0,4.87,4.9,2.99,850
17762,17763,0.52,Very Good,H,SI1,62.6,55.0,5.12,5.16,3.22,1111
741,742,0.37,Premium,G,SI1,62.1,60.0,4.54,4.61,2.84,551
12452,12453,1.96,Fair,I,I1,66.8,55.0,7.62,7.6,5.08,6147
11112,11113,1.03,Very Good,G,SI2,63.0,60.0,6.35,6.39,4.01,3755
5313,5314,2.01,Very Good,I,VS1,62.8,59.0,8.02,8.07,5.05,17877
15781,15782,0.32,Very Good,F,VS1,62.3,55.0,4.38,4.42,2.74,696
22778,22779,1.07,Premium,G,SI1,61.6,58.0,6.6,6.56,4.05,5453
19475,19476,2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95,12492
12312,12313,1.7,Premium,J,VS2,62.9,62.0,7.47,7.38,4.67,9225
4363,4364,0.3,Premium,J,VS1,62.6,58.0,4.32,4.27,2.69,506
5557,5558,0.38,Ideal,D,SI2,62.0,53.0,4.68,4.71,2.91,599
11271,11272,1.0,Very Good,F,VS2,63.4,58.0,6.3,6.39,4.02,6818
9488,9489,0.37,Ideal,D,VS2,61.6,56.0,4.63,4.59,2.84,1124
1550,1551,0.75,Very Good,E,SI1,60.2,60.0,5.89,5.93,3.56,2968
24780,24781,0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,1986
10332,10333,0.4,Ideal,D,SI1,62.5,55.0,4.71,4.73,2.95,741
20211,20212,1.17,Fair,H,SI2,60.0,66.0,6.86,6.78,4.09,4717
24919,24920,0.37,Premium,J,VS2,60.7,60.0,4.65,4.68,2.83,454
20025,20026,1.5,Premium,F,SI2,60.8,59.0,7.36,7.3,4.46,9408
14545,14546,1.04,Ideal,G,VS2,62.0,57.0,6.49,6.5,4.03,6342
15637,15638,1.21,Ideal,E,VS1,62.4,57.0,6.75,6.83,4.24,10351
22666,22667,0.3,Premium,F,VS2,62.2,58.0,4.28,4.31,2.67,605
12752,12753,1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,6409
2370,2371,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,863
13998,13999,1.53,Ideal,E,SI2,61.0,55.0,7.44,7.5,4.55,10698
16067,16068,0.4,Very Good,D,VS2,60.5,58.0,4.76,4.82,2.9,720
2908,2909,1.56,Ideal,G,VS2,61.3,56.0,7.48,7.5,4.59,14237
4210,4211,0.31,Very Good,F,VS2,62.1,54.0,4.34,4.39,2.71,500
20485,20486,1.5,Good,F,I1,63.7,59.0,7.29,7.18,4.62,3864
5930,5931,0.41,Ideal,H,IF,61.8,55.0,4.76,4.79,2.95,1187
17433,17434,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,2681
26703,26704,0.97,Premium,D,SI2,60.4,61.0,6.4,6.37,3.86,3585
4309,4310,1.19,Premium,J,SI1,63.0,54.0,6.82,6.74,4.27,4498
9983,9984,0.51,Ideal,D,VS2,62.7,55.0,5.09,5.12,3.2,1787
14258,14259,1.21,Premium,H,VS1,61.9,60.0,6.88,6.78,4.23,6607
24002,24003,1.28,Very Good,I,SI2,62.6,58.0,6.87,6.89,4.32,5654
1859,1860,1.2,Ideal,G,VVS1,61.2,56.0,6.89,6.86,4.21,9744
19378,19379,0.7,Very Good,F,VS2,63.0,58.0,5.59,5.62,3.53,2507
16432,16433,0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,1431
17293,17294,1.39,Premium,F,SI1,62.1,58.0,7.1,7.16,4.43,8476
25891,25892,1.01,Ideal,G,SI2,61.6,54.0,6.4,6.45,3.96,4560
3638,3639,0.52,Ideal,H,VS1,61.7,55.0,5.21,5.17,3.2,1790
24773,24774,1.0,Premium,F,SI2,61.5,59.0,6.47,6.44,3.97,4144
10864,10865,1.21,Premium,D,SI2,59.7,58.0,7.06,6.96,4.19,4946
2633,2634,0.56,Fair,H,VS2,52.7,70.0,5.71,5.57,2.97,1293
12724,12725,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,2630
18126,18127,1.21,Premium,G,VVS2,59.6,60.0,6.89,6.91,4.11,9370
10300,10301,0.41,Very Good,G,VS2,62.7,60.0,4.71,4.75,2.96,835
3283,3284,0.31,Ideal,F,VVS1,61.0,57.0,4.38,4.39,2.67,884
13327,13328,2.07,Ideal,J,SI2,62.5,56.0,8.18,8.08,5.08,12778
6340,6341,0.31,Ideal,F,SI1,62.3,56.0,4.38,4.35,2.72,707
10978,10979,2.0,Fair,G,SI2,65.1,54.0,7.88,7.82,5.11,11156
2132,2133,0.3,Premium,D,VS2,60.6,59.0,4.36,4.28,2.62,911
9880,9881,0.32,Ideal,G,IF,61.9,55.0,4.38,4.44,2.73,918
15394,15395,0.76,Premium,I,VVS1,58.8,59.0,6.0,5.94,3.51,2790
5448,5449,0.7,Ideal,G,SI2,,55.0,5.66,5.72,3.55,2232
4373,4374,0.28,Very Good,E,VVS1,59.6,59.0,4.3,4.33,2.57,642
21178,21179,0.41,Premium,D,VVS1,61.6,58.0,4.78,4.74,2.93,1582
14986,14987,1.18,Ideal,E,VS1,62.4,54.0,6.79,6.74,4.22,9886
4912,4913,1.37,Premium,G,SI2,59.6,60.0,7.24,7.18,4.3,6495
17786,17787,1.72,Very Good,E,VS2,63.4,56.0,7.65,7.55,4.82,18557
24716,24717,0.31,Ideal,E,IF,,54.0,4.36,4.38,2.7,1214
19061,19062,0.31,Premium,E,VVS2,,59.0,4.34,4.37,2.63,816
2227,2228,0.44,Ideal,E,VVS2,60.9,57.0,4.9,4.95,3.0,1274
7151,7152,1.0,Premium,E,VS2,60.4,57.0,6.49,6.46,3.91,6720
9284,9285,0.3,Ideal,I,SI1,61.9,57.0,4.28,4.31,2.66,422
3745,3746,0.51,Ideal,E,SI2,,56.0,5.12,5.14,3.18,1385
19618,19619,0.4,Ideal,E,VVS1,61.5,56.0,4.73,4.7,2.9,1397
22702,22703,0.7,Premium,E,SI1,60.0,59.0,5.79,5.75,3.46,2777
23107,23108,1.03,Premium,E,VS1,62.8,58.0,6.46,6.41,4.04,8629
4178,4179,0.29,Ideal,E,IF,61.9,57.0,4.25,4.29,2.64,815
4048,4049,0.86,Premium,E,SI1,61.9,61.0,6.07,5.99,3.73,3323
7195,7196,0.87,Very Good,J,SI1,63.1,60.0,6.03,5.96,3.78,2379
23084,23085,0.62,Ideal,G,SI2,62.1,55.0,5.46,5.49,3.4,1327
5973,5974,1.1,Ideal,G,VS2,62.5,54.0,6.59,6.62,4.12,7074
26333,26334,1.04,Ideal,I,VS1,63.0,56.0,6.44,6.41,4.05,4696
10175,10176,1.71,Premium,I,VS1,60.3,62.0,7.76,7.7,4.66,10055
8492,8493,1.03,Premium,H,VS1,62.5,59.0,6.47,6.43,4.03,5624
6473,6474,0.41,Premium,G,VS2,61.3,57.0,4.8,4.76,2.93,1061
26028,26029,0.3,Ideal,G,VVS1,61.9,57.0,4.28,4.31,2.66,764
16969,16970,0.5,Very Good,E,SI1,63.0,58.0,5.04,5.08,3.19,1316
3866,3867,0.95,Ideal,G,IF,59.8,59.0,6.36,6.43,3.82,6951
14064,14065,0.31,Ideal,D,VS2,60.7,56.0,4.35,4.38,2.65,734
14420,14421,0.59,Ideal,E,SI1,61.4,56.0,5.36,5.39,3.3,1664
13097,13098,0.34,Very Good,D,VS2,62.9,56.0,4.44,4.5,2.81,805
15184,15185,0.3,Ideal,E,VS2,62.1,53.6,4.3,4.35,2.69,652
8178,8179,0.36,Very Good,E,VS2,60.4,58.0,4.58,4.62,2.78,677
15324,15325,0.72,Ideal,F,VS1,61.3,56.0,5.74,5.78,3.54,3759
5696,5697,0.74,Ideal,J,VS1,61.7,57.0,5.79,5.84,3.59,2468
421,422,0.36,Ideal,D,VS2,61.3,55.0,4.58,4.62,2.82,928
10366,10367,0.73,Ideal,E,VS2,61.4,55.0,5.82,5.8,3.57,2902
5399,5400,0.84,Very Good,F,SI2,62.8,57.0,5.99,6.04,3.78,2656
9496,9497,0.3,Ideal,E,SI1,61.3,56.0,4.34,4.37,2.67,640
7358,7359,0.33,Premium,E,VS1,60.9,58.0,4.49,4.45,2.72,1002
8388,8389,0.41,Premium,D,SI1,62.1,59.0,4.76,4.74,2.95,1015
1012,1013,0.34,Ideal,G,VS1,62.0,55.0,4.47,4.5,2.78,681
2418,2419,0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,4917
1259,1260,0.3,Ideal,E,VS2,63.8,56.0,4.28,4.2,2.71,619
25897,25898,0.33,Ideal,E,VVS2,61.0,54.0,4.49,4.52,2.75,741
13325,13326,1.01,Premium,G,SI2,63.0,59.0,6.38,6.32,4.0,3923
2014,2015,0.55,Ideal,G,VVS2,62.5,56.0,5.25,5.22,3.27,2129
7477,7478,0.46,Ideal,H,SI1,61.2,56.0,4.97,5.0,3.05,1299
21704,21705,0.33,Ideal,G,VVS1,62.3,55.0,4.44,4.42,2.76,1040
24550,24551,2.18,Very Good,E,I1,62.0,60.0,8.25,8.33,5.14,10340
13919,13920,0.91,Ideal,F,VS2,62.6,55.0,6.2,6.23,3.89,5261
7617,7618,0.51,Ideal,H,VS1,61.1,56.0,5.11,5.16,3.14,1438
3531,3532,0.66,Ideal,I,SI1,61.2,57.0,5.6,5.64,3.44,1712
15276,15277,1.2,Ideal,E,VVS1,61.8,56.0,6.78,6.87,4.22,16256
6823,6824,0.53,Ideal,G,VS1,61.7,55.0,5.22,5.18,3.21,1727
16998,16999,0.54,Very Good,F,VVS2,60.2,59.0,5.27,5.3,3.18,2198
4195,4196,2.03,Premium,I,SI1,61.2,58.0,8.21,8.16,5.01,16787
26471,26472,0.7,Ideal,F,SI1,62.3,57.0,5.68,5.64,3.53,2596
20357,20358,2.0,Premium,I,VS2,58.5,61.0,8.28,8.19,4.82,14763
18247,18248,2.01,Premium,G,SI1,62.5,58.0,7.98,8.08,5.02,17334
21621,21622,0.43,Ideal,I,VS2,62.0,55.0,4.84,4.87,3.01,716
3664,3665,1.05,Premium,D,SI2,60.4,57.0,6.6,6.55,3.97,5057
8006,8007,0.3,Premium,F,VS2,62.2,58.0,4.31,4.28,2.67,776
9696,9697,0.75,Very Good,J,SI1,63.1,57.0,5.79,5.74,3.64,1958
3829,3830,1.01,Ideal,G,VS2,61.8,56.0,6.45,6.42,3.98,6108
7659,7660,1.5,Good,I,SI1,63.8,59.0,7.21,7.11,4.57,8736
1559,1560,0.33,Very Good,E,VS2,61.9,58.0,4.42,4.47,2.75,627
8810,8811,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,788
19281,19282,0.23,Very Good,E,VVS1,61.2,57.0,3.96,3.98,2.43,478
398,399,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,959
12692,12693,1.0,Very Good,F,SI2,59.9,61.0,6.42,6.46,3.86,4255
4581,4582,1.01,Fair,F,VS2,65.1,59.0,6.17,6.21,4.03,5784
22919,22920,1.13,Ideal,H,SI1,61.3,57.0,6.72,6.7,4.11,4556
2261,2262,0.31,Ideal,H,VS1,62.6,55.0,4.31,4.35,2.71,544
16048,16049,1.01,Very Good,I,SI2,61.8,60.0,6.34,6.37,3.93,3885
236,237,1.0,Ideal,F,VS2,62.6,57.0,6.4,6.35,3.99,6804
12886,12887,1.55,Ideal,I,VVS1,62.1,56.0,7.36,7.43,4.59,11869
2587,2588,2.03,Ideal,G,SI1,63.0,56.0,8.04,7.99,5.05,12618
18639,18640,0.3,Ideal,G,SI1,61.2,56.0,4.33,4.36,2.65,487
2487,2488,1.48,Very Good,H,SI1,62.5,59.0,7.16,7.23,4.5,8815
18384,18385,0.7,Ideal,H,VVS1,61.2,57.0,5.69,5.72,3.49,2947
331,332,0.7,Ideal,H,VS2,62.4,58.0,5.67,5.71,3.55,2429
26507,26508,1.24,Fair,F,SI2,64.9,60.0,6.7,6.63,4.32,4375
12708,12709,0.72,Good,D,VS1,63.3,55.0,5.69,5.75,3.62,3570
5778,5779,0.26,Good,D,VS2,65.2,56.0,3.99,4.02,2.61,403
1702,1703,0.6,Premium,D,SI1,60.4,60.0,5.48,5.44,3.3,1996
24580,24581,0.71,Very Good,G,SI1,63.2,58.0,5.58,5.68,3.56,2137
9105,9106,0.91,Ideal,E,SI2,62.7,57.0,6.19,6.26,3.9,3756
18908,18909,1.27,Good,J,SI2,66.0,59.0,6.71,6.75,4.44,4542
13508,13509,0.7,Very Good,E,VVS2,59.2,61.0,5.79,5.84,3.44,3154
1929,1930,2.06,Ideal,I,SI2,63.3,54.0,8.09,8.14,5.13,14505
24190,24191,0.3,Ideal,G,VS2,61.3,56.0,4.28,4.3,2.63,526
8637,8638,0.56,Ideal,D,VS2,61.2,56.0,5.35,5.3,3.26,2066
12557,12558,1.0,Very Good,E,I1,63.0,57.0,6.32,6.35,3.99,3300
10989,10990,1.79,Premium,G,VS2,61.2,58.0,7.9,7.82,4.81,17358
8821,8822,0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,2258
4739,4740,0.31,Premium,G,VVS2,60.5,58.0,4.43,4.39,2.67,907
23787,23788,0.53,Ideal,E,VS2,61.5,56.0,5.23,5.18,3.2,1801
6485,6486,0.71,Premium,F,SI1,58.5,59.0,5.87,5.82,3.42,2345
14207,14208,0.4,Ideal,G,VS2,60.5,57.0,4.74,4.8,2.89,1003
6544,6545,0.41,Ideal,F,VVS1,62.3,55.0,4.79,4.74,2.97,1356
22092,22093,0.7,Good,I,VS2,57.5,62.0,5.81,5.78,3.33,2268
24192,24193,1.08,Ideal,E,VS1,61.6,57.0,6.58,6.61,4.06,8674
6075,6076,0.54,Very Good,F,VS1,61.0,58.0,5.24,5.25,3.2,1813
15612,15613,0.7,Premium,D,VS1,60.9,60.0,5.75,5.71,3.49,3183
2961,2962,0.85,Ideal,H,SI2,61.8,54.0,6.07,6.1,3.76,2635
19573,19574,0.32,Ideal,D,VS2,62.7,54.0,4.36,4.38,2.74,758
21742,21743,0.5,Premium,E,VS2,60.5,60.0,5.13,5.09,3.09,1699
3685,3686,0.28,Very Good,H,VVS1,59.9,62.0,4.23,4.28,2.55,504
12723,12724,0.94,Premium,D,SI1,58.4,58.0,6.51,6.41,3.77,4817
15396,15397,0.97,Premium,F,SI2,58.9,58.0,6.51,6.47,3.82,4020
17929,17930,1.0,Premium,F,VS2,61.9,59.0,6.38,6.34,3.94,5606
5651,5652,1.06,Ideal,G,VVS2,60.3,57.0,6.61,6.68,4.01,8726
3897,3898,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2352
6987,6988,0.31,Ideal,E,VS2,61.8,55.0,4.4,4.37,2.71,872
9061,9062,0.5,Ideal,E,VVS2,62.2,54.0,5.09,5.11,3.17,2889
861,862,1.5,Ideal,G,SI2,61.4,56.0,7.38,7.34,4.52,8736
19616,19617,0.38,Ideal,E,VVS2,62.1,54.5,4.62,4.66,2.88,1073
10264,10265,0.58,Ideal,F,VVS2,62.2,56.0,5.32,5.35,3.32,2509
3891,3892,0.93,Ideal,E,SI2,62.1,55.0,6.27,6.29,3.9,3990
18042,18043,1.33,Premium,G,VS1,62.7,58.0,7.01,6.96,4.38,9876
15078,15079,0.73,Premium,I,VVS2,61.5,58.0,5.78,5.73,3.54,2351
20738,20739,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,8848
20422,20423,0.37,Ideal,I,VS2,61.5,56.0,4.6,4.63,2.84,537
12867,12868,0.25,Ideal,H,VVS1,60.2,56.0,4.1,4.11,2.47,525
4351,4352,1.0,Good,H,SI2,62.0,64.0,6.43,6.29,3.94,3192
23809,23810,0.61,Very Good,E,IF,61.7,58.0,5.39,5.47,3.35,3337
9407,9408,0.53,Very Good,G,VS1,62.2,59.0,5.14,5.18,3.21,1664
8906,8907,0.7,Premium,G,SI1,60.5,57.0,5.75,5.68,3.46,2415
9736,9737,0.7,Premium,F,SI1,61.6,55.0,5.7,5.66,3.5,2348
8325,8326,0.71,Premium,E,VS2,62.4,60.0,5.68,5.66,3.54,2613
10640,10641,0.4,Very Good,G,VVS1,60.7,55.0,4.81,4.84,2.93,1066
18107,18108,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,2085
3575,3576,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,1229
25290,25291,0.53,Ideal,E,SI1,61.9,55.0,5.18,5.22,3.22,1435
8661,8662,0.32,Very Good,I,SI1,62.4,58.0,4.42,4.46,2.77,388
13981,13982,1.29,Ideal,H,SI1,63.2,57.0,6.89,6.96,4.38,6760
8173,8174,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,4588
25771,25772,0.37,Ideal,G,VS1,61.9,54.0,4.62,4.68,2.88,741
14643,14644,0.9,Very Good,E,SI1,63.2,58.0,6.12,6.1,3.86,4560
7426,7427,0.72,Very Good,J,VS1,64.0,57.0,5.67,5.71,3.64,2066
4799,4800,0.9,Fair,E,I1,59.9,66.0,6.18,6.14,3.69,2138
19469,19470,0.32,Ideal,D,SI2,61.8,55.0,4.42,4.38,2.72,612
7556,7557,0.3,Ideal,G,VS2,62.0,54.0,4.33,4.35,2.69,545
9089,9090,0.3,Ideal,F,VVS1,61.5,56.0,4.32,4.36,2.67,1041
2870,2871,0.54,Ideal,F,VS2,60.1,56.0,5.31,5.28,3.18,1786
25008,25009,0.4,Ideal,D,VVS2,61.3,56.0,4.75,4.78,2.92,1263
20363,20364,0.81,Very Good,H,SI1,59.1,57.0,6.09,6.16,3.62,2562
6634,6635,0.58,Very Good,G,SI1,61.9,56.0,5.35,5.39,3.32,1379
10699,10700,1.0,Fair,I,I1,68.6,56.0,6.2,6.08,4.22,1805
26225,26226,1.12,Premium,H,SI1,61.6,59.0,6.63,6.67,4.1,5266
2033,2034,1.51,Very Good,H,VS1,61.8,59.0,7.27,7.32,4.51,11161
12270,12271,0.73,Premium,E,VS1,60.9,61.0,5.81,5.79,3.53,3311
25599,25600,1.0,Premium,F,SI1,59.8,59.0,6.55,6.49,3.9,5151
20257,20258,0.42,Ideal,D,VS2,62.6,56.0,4.76,4.8,2.99,948
2064,2065,0.7,Ideal,F,VS2,62.3,53.0,5.69,5.73,3.56,2907
8575,8576,0.74,Ideal,D,VS2,61.8,56.0,5.79,5.82,3.59,3858
3951,3952,1.0,Very Good,J,SI2,62.8,63.0,6.26,6.19,3.19,3293
7184,7185,1.16,Premium,J,SI1,62.5,58.0,6.73,6.67,4.19,4222
9674,9675,2.34,Premium,I,I1,61.5,60.0,8.47,8.43,5.2,8491
20069,20070,1.5,Premium,J,VVS2,,60.0,7.36,7.33,4.54,8760
14175,14176,0.54,Premium,E,VS2,59.6,59.0,5.32,5.26,3.16,1555
10500,10501,1.0,Premium,F,VVS2,60.6,54.0,6.56,6.52,3.96,8924
20451,20452,1.34,Ideal,J,SI2,62.5,57.0,7.0,7.08,4.4,5273
24969,24970,0.55,Premium,F,VS1,61.0,59.0,5.26,5.29,3.22,1755
2300,2301,1.21,Premium,I,SI1,61.7,56.0,6.87,6.82,4.22,6098
18787,18788,1.09,Very Good,F,VVS1,61.4,58.0,6.6,6.65,4.07,10463
15561,15562,1.02,Good,D,SI1,56.9,62.0,6.64,6.69,3.79,4948
25416,25417,0.32,Very Good,D,SI1,62.7,57.0,4.34,4.37,2.73,589
19456,19457,1.03,Good,D,SI1,57.7,62.0,6.63,6.65,3.83,5526
10138,10139,0.4,Premium,F,VS1,61.9,59.0,4.67,4.7,2.9,982
11781,11782,0.39,Good,F,SI1,63.3,54.0,4.62,4.67,2.94,718
8973,8974,1.51,Premium,G,SI1,60.6,60.0,7.45,7.41,4.5,10267
12105,12106,0.31,Premium,E,VVS2,61.4,58.0,4.36,4.33,2.67,1046
1127,1128,0.3,Very Good,G,IF,63.5,55.0,4.28,4.26,2.71,956
25144,25145,0.74,Ideal,D,VS2,61.4,58.0,5.8,5.83,3.57,3668
23564,23565,1.5,Premium,F,SI2,58.5,60.0,7.52,7.48,4.39,7644
23955,23956,2.02,Premium,G,SI2,63.0,59.0,8.05,7.95,5.03,15014
11851,11852,0.36,Premium,F,SI1,61.1,60.0,4.62,4.57,2.81,616
22145,22146,1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,5595
1591,1592,0.75,Premium,D,SI2,61.3,59.0,5.88,5.83,3.59,1858
15196,15197,0.56,Very Good,H,SI2,62.0,63.0,5.26,5.21,3.27,956
25166,25167,1.19,Fair,I,SI1,64.9,58.0,6.64,6.55,4.28,5198
7942,7943,0.72,Ideal,G,VS2,,56.0,5.75,5.79,3.58,2383
19813,19814,1.45,Very Good,I,IF,60.6,61.0,7.32,7.41,4.46,9683
23399,23400,0.61,Good,F,VS1,60.6,60.3,5.46,5.51,3.32,2120
14164,14165,0.4,Very Good,E,VS2,62.0,60.0,4.67,4.69,2.9,879
10459,10460,0.41,Ideal,F,VVS2,62.9,54.0,4.74,4.7,2.97,1192
16205,16206,0.33,Ideal,G,VS1,61.9,56.0,4.48,4.44,2.76,854
16322,16323,0.46,Fair,G,VS1,58.0,66.0,5.08,5.03,2.93,1035
25711,25712,1.37,Premium,H,VS2,,59.0,7.12,7.05,4.43,8562
1068,1069,1.0,Ideal,G,SI1,63.0,55.0,6.42,6.41,4.04,5096
25378,25379,0.7,Fair,F,SI1,66.0,56.0,5.59,5.56,3.68,2121
14473,14474,1.22,Ideal,H,SI1,62.2,54.0,6.83,6.86,4.26,6727
18931,18932,1.27,Ideal,G,VVS2,62.4,53.3,6.94,6.95,4.33,10342
12994,12995,1.2,Very Good,H,SI1,63.3,56.0,6.75,6.72,4.26,4637
5136,5137,0.9,Good,I,VS2,63.7,61.0,6.1,6.06,3.87,3246
26903,26904,0.38,Ideal,E,VVS2,62.0,57.0,4.61,4.62,2.86,1100
5859,5860,0.31,Ideal,D,VVS2,61.2,56.0,4.35,4.37,2.67,804
21033,21034,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,842
20302,20303,0.56,Very Good,D,SI1,,57.0,5.22,5.19,3.29,1777
19577,19578,0.77,Ideal,F,VS1,61.9,54.0,5.91,5.94,3.66,3750
11290,11291,0.96,Fair,H,SI2,67.6,63.0,5.99,5.84,4.01,2672
4857,4858,1.05,Premium,J,VS1,60.0,60.0,6.46,6.43,4.0,4116
19497,19498,0.37,Very Good,F,SI1,62.3,59.0,4.57,4.61,2.86,616
19060,19061,0.7,Ideal,D,SI1,62.3,53.0,5.7,5.72,3.56,2726
11861,11862,0.3,Ideal,E,VS2,61.8,56.0,4.32,4.29,2.66,844
26555,26556,0.9,Very Good,G,VS2,62.7,59.0,6.09,6.16,3.84,4543
18156,18157,0.32,Ideal,F,VVS1,,56.0,4.46,4.48,2.71,867
21815,21816,1.28,Premium,H,SI2,62.5,62.0,6.89,6.84,4.3,5161
6549,6550,0.62,Very Good,E,SI2,58.8,63.0,5.58,5.61,3.29,1624
25075,25076,0.32,Very Good,H,SI1,63.1,55.0,4.37,4.34,2.75,576
25794,25795,0.32,Ideal,F,VVS2,61.2,57.0,4.4,4.43,2.7,786
7550,7551,1.23,Very Good,I,SI1,60.5,58.0,6.9,6.94,4.19,5763
3611,3612,1.02,Ideal,G,SI1,62.1,55.0,6.46,6.49,4.02,5426
6039,6040,0.91,Ideal,H,SI1,61.9,56.0,6.17,6.21,3.83,4386
1625,1626,0.55,Ideal,E,SI1,60.1,57.0,5.36,5.38,3.22,1621
24978,24979,0.75,Ideal,J,VS2,61.5,54.0,5.87,5.9,3.62,2001
47,48,0.52,Ideal,G,VVS2,61.7,55.0,5.21,5.23,3.22,2338
26125,26126,0.61,Very Good,H,VS2,63.3,57.5,5.38,5.4,3.41,1590
20390,20391,1.09,Premium,J,VS1,59.3,57.0,6.79,6.74,4.01,4303
17886,17887,0.71,Very Good,G,VS1,62.0,53.0,5.72,5.76,3.56,3425
10343,10344,0.24,Very Good,E,VS2,63.5,53.0,3.96,3.98,2.52,419
6048,6049,0.51,Very Good,G,SI2,63.2,57.0,5.07,5.03,3.19,1100
22002,22003,1.11,Ideal,H,SI1,61.6,56.0,6.69,6.65,4.11,5456
14415,14416,0.3,Premium,E,VVS2,,58.0,4.28,4.25,2.62,1013
13388,13389,1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,6766
450,451,0.95,Premium,G,SI2,59.7,61.0,6.35,6.27,3.77,3830
20702,20703,0.3,Very Good,E,VS1,60.2,57.0,4.37,4.3,2.61,653
20914,20915,1.02,Very Good,F,SI1,63.5,57.0,6.4,6.35,4.05,4678
4553,4554,2.03,Premium,J,SI2,62.7,59.0,8.02,8.08,5.05,12268
871,872,0.91,Ideal,F,SI2,62.2,56.0,6.14,6.17,3.83,3812
18010,18011,1.5,Very Good,F,VS2,59.1,59.0,7.45,7.48,4.41,16048
22207,22208,0.59,Ideal,I,SI2,62.8,57.0,5.33,5.37,3.36,1202
25341,25342,0.32,Ideal,D,VVS1,61.7,55.0,4.44,4.41,2.73,1140
4427,4428,1.01,Premium,F,VS2,59.2,61.0,6.59,6.55,3.89,6900
16122,16123,0.4,Good,I,VVS1,63.9,56.0,4.68,4.64,2.98,1080
5694,5695,0.9,Premium,D,SI1,59.5,57.0,6.29,6.21,3.72,3689
12346,12347,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,544
8783,8784,0.3,Ideal,D,SI1,,56.0,4.37,4.35,2.66,709
23162,23163,0.7,Good,F,SI1,63.7,58.0,5.62,5.65,3.59,2242
9860,9861,1.71,Premium,E,SI1,59.1,58.0,7.76,7.8,4.6,14882
21942,21943,0.52,Ideal,G,VS2,61.2,56.0,5.16,5.2,3.17,1586
21804,21805,0.31,Premium,D,SI2,62.1,59.0,4.31,4.35,2.69,462
7408,7409,0.44,Ideal,G,SI1,62.7,57.0,4.85,4.82,3.03,990
9171,9172,0.75,Premium,H,SI1,60.7,62.0,5.87,5.82,3.55,2331
13074,13075,0.35,Ideal,I,VS1,,54.0,4.54,4.57,2.83,571
19390,19391,0.41,Very Good,F,VS1,61.2,57.0,4.77,4.8,2.93,1007
838,839,2.05,Premium,J,VS2,62.3,60.0,8.15,8.09,5.06,13667
16196,16197,1.51,Premium,F,SI1,62.2,58.0,7.32,7.27,4.54,11374
9458,9459,0.57,Premium,D,SI2,61.3,59.0,5.32,5.28,3.25,1012
17683,17684,0.91,Good,I,SI1,64.2,59.0,5.98,6.05,3.86,2676
20634,20635,0.75,Ideal,F,SI1,61.8,56.0,5.84,5.87,3.62,3336
23355,23356,0.32,Ideal,D,VS2,61.8,57.0,4.36,4.35,2.69,972
11527,11528,0.34,Premium,H,VVS2,61.4,58.0,4.5,4.46,2.75,880
17398,17399,0.4,Premium,H,VVS2,60.9,58.0,4.79,4.74,2.9,1125
12132,12133,0.7,Ideal,F,VS1,61.7,55.0,5.72,5.76,3.54,3154
